"ICM_CITY_CD","ICM_CITY_DESC","ISM_STATE_CD","ISM_STATE_DESC"
"WEST SINGHBHUM","WEST SINGHBHUM","JHARKHAND","JHARKHAND"
"DEGLOOR","DEGLOOR","MAHARASHTRA","MAHARASHTRA"
"DELWARA","DELWARA","RAJASTHAN","RAJASTHAN"
"DEMOW","DEMOW","ASSAM","ASSAM"
"DENKANIKOTA","DENKANIKOTA","TAMILNADU","TAMILNADU"
"DESURI","DESURI","RAJASTHAN","RAJASTHAN"
"DEVGAD","DEVGAD","MAHARASHTRA","MAHARASHTRA"
"DHAKA_BIH","DHAKA","BIHAR","BIHAR"
"DHALPUR","DHALPUR","ODISHA","ODISHA"
"DHAMBOLA","DHAMBOLA","RAJASTHAN","RAJASTHAN"
"DHANIAKHALI","DHANIAKHALI","WEST BENGAL","WEST BENGAL"
"DHARAKOTE","DHARAKOTE","ODISHA","ODISHA"
"DHARAMAPURI","DHARAMAPURI","ANDHRA PRADESH","ANDHRA PRADESH"
"DHARAMJAIGARH","DHARAMJAIGARH","CHHATTISGARH","CHHATTISGARH"
"DHOKI","DHOKI","MAHARASHTRA","MAHARASHTRA"
"DHULA","DHULA","ASSAM","ASSAM"
"DUMRAON TEXTILE","DUMRAON TEXTILE","BIHAR","BIHAR"
"EDATHARA","EDATHARA","KERALA","KERALA"
"EKMA","EKMA","BIHAR","BIHAR"
"EMANI","EMANI","ANDHRA PRADESH","ANDHRA PRADESH"
"ENDAPALLI","ENDAPALLI","ANDHRA PRADESH","ANDHRA PRADESH"
"ERAM","ERAM","ODISHA","ODISHA"
"ERTAL","ERTAL","ODISHA","ODISHA"
"FORT SONGADH","FORT SONGADH","GUJARAT","GUJARAT"
"FURKATING","FURKATING","ASSAM","ASSAM"
"GAHMAR","GAHMAR","UTTAR PRADESH","UTTAR PRADESH"
"GALSI","GALSI","WEST BENGAL","WEST BENGAL"
"GAMPALAGUDEM","GAMPALAGUDEM","ANDHRA PRADESH","ANDHRA PRADESH"
"GANDHARVAKOTTAI","GANDHARVAKOTTAI","TAMILNADU","TAMILNADU"
"GANDHWANI","GANDHWANI","MADHYA PRADESH","MADHYA PRADESH"
"GANGARAMPUR","GANGARAMPUR","WEST BENGAL","WEST BENGAL"
"GANIA","GANIA","ODISHA","ODISHA"
"GARHBETA","GARHBETA","WEST BENGAL","WEST BENGAL"
"RAISEN","RAISEN","MADHYA PRADESH","MADHYA PRADESH"
"BHATKAL","BHATKAL","KARNATAKA","KARNATAKA"
"KADAYANALLUR","KADAYANALLUR","TAMILNADU","TAMILNADU"
"DOOMDOOMA","DOOMDOOMA","ASSAM","ASSAM"
"WANAPARTHY","WANAPARTHY","TELANGANA","TELANGANA"
"MALVAN","MALVAN","MAHARASHTRA","MAHARASHTRA"
"KISHANGANJ","KISHANGANJ","BIHAR","BIHAR"
"ARRAH","ARRAH","BIHAR","BIHAR"
"PALAMU","PALAMU","JHARKHAND","JHARKHAND"
"LATERI","LATERI","MADHYA PRADESH","MADHYA PRADESH"
"KUSHTAGI","KUSHTAGI","KARNATAKA","KARNATAKA"
"KHURDA","KHURDA","ODISHA","ODISHA"
"BALURGHAT","BALURGHAT","WEST BENGAL","WEST BENGAL"
"CHANDIL","CHANDIL","JHARKHAND","JHARKHAND"
"RAMANATHAPURAM","RAMANATHAPURAM","TAMILNADU","TAMILNADU"
"KOTHRUD","KOTHRUD","MAHARASHTRA","MAHARASHTRA"
"ZIRKPUR","ZIRKPUR","PUNJAB","PUNJAB"
"KALALGHATI","KALALGHATI","UTTARAKHAND","UTTARAKHAND"
"SANJAN","SANJAN","GUJARAT","GUJARAT"
"VIJAYPUR","VIJAYPUR","MADHYA PRADESH","MADHYA PRADESH"
"CHANDPUR_UTT","CHANDPUR","UTTAR PRADESH","UTTAR PRADESH"
"MANSA_GUJ","MANSA","GUJARAT","GUJARAT"
"RAJAKILPAKKAM","RAJAKILPAKKAM","TAMILNADU","TAMILNADU"
"VANUR","VANUR","TAMILNADU","TAMILNADU"
"KANINA","KANINA","HARYANA","HARYANA"
"KANPUR NAGAR","KANPUR NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"ASHOKENAGAR","ASHOKENAGAR","WEST BENGAL","WEST BENGAL"
"SONBHADRA_UTT","SONBHADRA","UTTAR PRADESH","UTTAR PRADESH"
"KOLASIB","KOLASIB","MIZORAM","MIZORAM"
"MELUR","MELUR","TAMILNADU","TAMILNADU"
"BUDAUN","BUDAUN","UTTAR PRADESH","UTTAR PRADESH"
"BAHJOI","BAHJOI","UTTAR PRADESH","UTTAR PRADESH"
"JEEDIMETLA","JEEDIMETLA","ANDHRA PRADESH","ANDHRA PRADESH"
"PATHARDI","PATHARDI","MAHARASHTRA","MAHARASHTRA"
"DAMOH","DAMOH","MADHYA PRADESH","MADHYA PRADESH"
"MODASA","MODASA","GUJARAT","GUJARAT"
"WANI","WANI","MAHARASHTRA","MAHARASHTRA"
"SURGUJA","SURGUJA","CHHATTISGARH","CHHATTISGARH"
"AMBEDKAR NAGAR","AMBEDKAR NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"REASI","REASI","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"KANTABANJI","KANTABANJI","ODISHA","ODISHA"
"RAIGANJ","RAIGANJ","WEST BENGAL","WEST BENGAL"
"SINGRAULI","SINGRAULI","MADHYA PRADESH","MADHYA PRADESH"
"TIVIM","TIVIM","GOA","GOA"
"SINGHBHUM","SINGHBHUM","JHARKHAND","JHARKHAND"
"NARSINGHPUR","NARSINGHPUR","MADHYA PRADESH","MADHYA PRADESH"
"SASALATTI","SASALATTI","KARNATAKA","KARNATAKA"
"MORVA","MORVA","GUJARAT","GUJARAT"
"BONGAIGAON","BONGAIGAON","ASSAM","ASSAM"
"HAILAKANDI","HAILAKANDI","ASSAM","ASSAM"
"BARAMATI","BARAMATI","MAHARASHTRA","MAHARASHTRA"
"KADUR","KADUR","KARNATAKA","KARNATAKA"
"ORAI","ORAI","UTTAR PRADESH","UTTAR PRADESH"
"BAGEPALLI","BAGEPALLI","KARNATAKA","KARNATAKA"
"CURCHOREM","CURCHOREM","GOA","GOA"
"SUMERPUR","SUMERPUR","RAJASTHAN","RAJASTHAN"
"GIRWA","GIRWA","RAJASTHAN","RAJASTHAN"
"HUZURABAD","HUZURABAD","TELANGANA","TELANGANA"
"PANAGUDI","PANAGUDI","TAMILNADU","TAMILNADU"
"KARHAL","KARHAL","UTTAR PRADESH","UTTAR PRADESH"
"TAWANG","TAWANG","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"SOUTH DELHI","SOUTH DELHI","DELHI","DELHI"
"JAMSHEDPUR","JAMSHEDPUR","JHARKHAND","JHARKHAND"
"LOHARDAGA","LOHARDAGA","JHARKHAND","JHARKHAND"
"RAMPUR","RAMPUR","UTTAR PRADESH","UTTAR PRADESH"
"FATEHGARH","FATEHGARH","UTTAR PRADESH","UTTAR PRADESH"
"FIROZABAD","FIROZABAD","UTTAR PRADESH","UTTAR PRADESH"
"HARIDWAR","HARIDWAR","UTTARAKHAND","UTTARAKHAND"
"BARPETA","BARPETA","ASSAM","ASSAM"
"GANGOTRI","GANGOTRI","UTTARAKHAND","UTTARAKHAND"
"RASIPURAM","RASIPURAM","TAMILNADU","TAMILNADU"
"NAINITAL","NAINITAL","UTTARAKHAND","UTTARAKHAND"
"PAURI","PAURI","UTTARAKHAND","UTTARAKHAND"
"BADRINATH","BADRINATH","UTTAR PRADESH","UTTAR PRADESH"
"UTTAR KASHI","UTTAR KASHI","UTTARAKHAND","UTTARAKHAND"
"DURG","DURG","CHHATTISGARH","CHHATTISGARH"
"RAIGAD","RAIGAD","MAHARASHTRA","MAHARASHTRA"
"ARKI","ARKI","HIMACHAL PRADESH","HIMACHAL PRADESH"
"BILASPUR","BILASPUR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"PARTABPUR","PARTABPUR","PUNJAB","PUNJAB"
"NIZAMABAD","NIZAMABAD","TELANGANA","TELANGANA"
"CHITTOOR","CHITTOOR","ANDHRA PRADESH","ANDHRA PRADESH"
"BUXAR","BUXAR","BIHAR","BIHAR"
"KRISHNA","KRISHNA","ANDHRA PRADESH","ANDHRA PRADESH"
"RANGAREDDY","RANGAREDDY","TELANGANA","TELANGANA"
"BARDEZ","BARDEZ","GOA","GOA"
"PORVORIM","PORVORIM","GOA","GOA"
"KATIHAR","KATIHAR","BIHAR","BIHAR"
"KADI","KADI","GUJARAT","GUJARAT"
"SABARKANTHA","SABARKANTHA","GUJARAT","GUJARAT"
"TIRUVARUR","TIRUVARUR","TAMILNADU","TAMILNADU"
"CHAMBA","CHAMBA","HIMACHAL PRADESH","HIMACHAL PRADESH"
"KHEDA","KHEDA","GUJARAT","GUJARAT"
"NADIAD","NADIAD","GUJARAT","GUJARAT"
"DHARWAD","DHARWAD","KARNATAKA","KARNATAKA"
"THIRUVALLA","THIRUVALLA","KERALA","KERALA"
"JALNA","JALNA","MAHARASHTRA","MAHARASHTRA"
"MOHALI","MOHALI","PUNJAB","PUNJAB"
"TRICHY","TRICHY","TAMILNADU","TAMILNADU"
"BARIBANNI","BARIBANNI","UTTAR PRADESH","UTTAR PRADESH"
"CHATRA","CHATRA","JHARKHAND","JHARKHAND"
"HOOGHLY","HOOGHLY","WEST BENGAL","WEST BENGAL"
"BANKURA","BANKURA","WEST BENGAL","WEST BENGAL"
"MURSHIDABAD","MURSHIDABAD","WEST BENGAL","WEST BENGAL"
"BARASAT","BARASAT","WEST BENGAL","WEST BENGAL"
"PARAGANAS","PARAGANAS","WEST BENGAL","WEST BENGAL"
"GUWAHATI","GUWAHATI","ASSAM","ASSAM"
"HANGLUR","HANGLUR","KARNATAKA","KARNATAKA"
"ZUARINAGAR","ZUARINAGAR","GOA","GOA"
"DEHRI","DEHRI","BIHAR","BIHAR"
"PALAMPUR","PALAMPUR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"POLLIBETTA","POLLIBETTA","KARNATAKA","KARNATAKA"
"GOALPARA","GOALPARA","ASSAM","ASSAM"
"RUDRAPRAYAG","RUDRAPRAYAG","UTTARAKHAND","UTTARAKHAND"
"BANASKANTHA","BANASKANTHA","GUJARAT","GUJARAT"
"THE DANGS","THE DANGS","GUJARAT","GUJARAT"
"GHASIPURA","GHASIPURA","ODISHA","ODISHA"
"GHORAWAL","GHORAWAL","UTTAR PRADESH","UTTAR PRADESH"
"GHOSI","GHOSI","UTTAR PRADESH","UTTAR PRADESH"
"GHUMARWIN","GHUMARWIN","HIMACHAL PRADESH","HIMACHAL PRADESH"
"GIDDI","GIDDI","JHARKHAND","JHARKHAND"
"GOH","GOH","BIHAR","BIHAR"
"GOLABANDH","GOLABANDH","ODISHA","ODISHA"
"GOLUWALA","GOLUWALA","RAJASTHAN","RAJASTHAN"
"GUNDUGOLANU","GUNDUGOLANU","ANDHRA PRADESH","ANDHRA PRADESH"
"GUNTHAPADA","GUNTHAPADA","ODISHA","ODISHA"
"HAKIMPADA","HAKIMPADA","ODISHA","ODISHA"
"HALAGUR","HALAGUR","KARNATAKA","KARNATAKA"
"HALDIBARI","HALDIBARI","WEST BENGAL","WEST BENGAL"
"HARDASPUR","HARDASPUR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"HARIPUR","HARIPUR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"HARSIDHI","HARSIDHI","BIHAR","BIHAR"
"HASIMARA","HASIMARA","WEST BENGAL","WEST BENGAL"
"HATHWA","HATHWA","BIHAR","BIHAR"
"HATJAN BAZAR","HATJAN BAZAR","WEST BENGAL","WEST BENGAL"
"HEBBALE","HEBBALE","KARNATAKA","KARNATAKA"
"HERWATTA","HERWATTA","KARNATAKA","KARNATAKA"
"HILI","HILI","WEST BENGAL","WEST BENGAL"
"HIRANPUR","HIRANPUR","JHARKHAND","JHARKHAND"
"HIRAPUR","HIRAPUR","MAHARASHTRA","MAHARASHTRA"
"HIREKERUR","HIREKERUR","KARNATAKA","KARNATAKA"
"HOMBAL","HOMBAL","KARNATAKA","KARNATAKA"
"HOWLI","HOWLI","ASSAM","ASSAM"
"HULKOTI","HULKOTI","KARNATAKA","KARNATAKA"
"HUSNABAD","HUSNABAD","ANDHRA PRADESH","ANDHRA PRADESH"
"IDWA","IDWA","RAJASTHAN","RAJASTHAN"
"IKAUNA","IKAUNA","UTTAR PRADESH","UTTAR PRADESH"
"ILANJI","ILANJI","TAMILNADU","TAMILNADU"
"INDA","INDA","WEST BENGAL","WEST BENGAL"
"INDAPUR","INDAPUR","MAHARASHTRA","MAHARASHTRA"
"INDORA","INDORA","HIMACHAL PRADESH","HIMACHAL PRADESH"
"ISLAMPUR_BIH","ISLAMPUR","BIHAR","BIHAR"
"ITAHAR","ITAHAR","WEST BENGAL","WEST BENGAL"
"JAGATPUR","JAGATPUR","ODISHA","ODISHA"
"JAGGAMPETA","JAGGAMPETA","ANDHRA PRADESH","ANDHRA PRADESH"
"JAIPATNA","JAIPATNA","ODISHA","ODISHA"
"JAMUGURIHAT","JAMUGURIHAT","ASSAM","ASSAM"
"JANATHAPET","JANATHAPET","ANDHRA PRADESH","ANDHRA PRADESH"
"JANDRAPET","JANDRAPET","ANDHRA PRADESH","ANDHRA PRADESH"
"JANGIPARA","JANGIPARA","WEST BENGAL","WEST BENGAL"
"JANLA","JANLA","ODISHA","ODISHA"
"JANNARAM","JANNARAM","TELANGANA","TELANGANA"
"JASIDIH","JASIDIH","JHARKHAND","JHARKHAND"
"JASOL","JASOL","RAJASTHAN","RAJASTHAN"
"JAT","JAT","MAHARASHTRA","MAHARASHTRA"
"JETALSAR JN","JETALSAR JN","GUJARAT","GUJARAT"
"JEYPORE_ASS","JEYPORE","ASSAM","ASSAM"
"JHUMPURA","JHUMPURA","ODISHA","ODISHA"
"JODUMARGA","JODUMARGA","KARNATAKA","KARNATAKA"
"JOLARPETTAI","JOLARPETTAI","TAMILNADU","TAMILNADU"
"JORAVARNAGAR","JORAVARNAGAR","GUJARAT","GUJARAT"
"JYOTIPURAM","JYOTIPURAM","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"KADA","KADA","MAHARASHTRA","MAHARASHTRA"
"KADIPUR","KADIPUR","UTTAR PRADESH","UTTAR PRADESH"
"KADWAD","KADWAD","KARNATAKA","KARNATAKA"
"KAIJ","KAIJ","MAHARASHTRA","MAHARASHTRA"
"KAIKINI","KAIKINI","KARNATAKA","KARNATAKA"
"KAKKINJE","KAKKINJE","KARNATAKA","KARNATAKA"
"KAKORE","KAKORE","UTTAR PRADESH","UTTAR PRADESH"
"KALARINGATTA","KALARINGATTA","ODISHA","ODISHA"
"KALAVOOR","KALAVOOR","KERALA","KERALA"
"KALIACHAK","KALIACHAK","WEST BENGAL","WEST BENGAL"
"KALLABETTU","KALLABETTU","KARNATAKA","KARNATAKA"
"KALLAMUNDKUR","KALLAMUNDKUR","KARNATAKA","KARNATAKA"
"KALLELIBHAGOM","KALLELIBHAGOM","KERALA","KERALA"
"KALPI","KALPI","UTTAR PRADESH","UTTAR PRADESH"
"NILGIRIS","NILGIRIS","TAMILNADU","TAMILNADU"
"THANE","THANE","MAHARASHTRA","MAHARASHTRA"
"KESINGA","KESINGA","ODISHA","ODISHA"
"DANDELI","DANDELI","KARNATAKA","KARNATAKA"
"FEROZPUR","FEROZPUR","PUNJAB","PUNJAB"
"UNA","UNA","HIMACHAL PRADESH","HIMACHAL PRADESH"
"PACHORA","PACHORA","MAHARASHTRA","MAHARASHTRA"
"KARAUN","KARAUN","GUJARAT","GUJARAT"
"RANIR BAZAR","RANIR BAZAR","TRIPURA","TRIPURA"
"MURGOD","MURGOD","KARNATAKA","KARNATAKA"
"BENGALURU","BENGALURU","KARNATAKA","KARNATAKA"
"TIRUVUR","TIRUVUR","ANDHRA PRADESH","ANDHRA PRADESH"
"NATHDWARA","NATHDWARA","RAJASTHAN","RAJASTHAN"
"PUSHKAR","PUSHKAR","RAJASTHAN","RAJASTHAN"
"GOBARA","GOBARA","ODISHA","ODISHA"
"SIRPUR","SIRPUR","ANDHRA PRADESH","ANDHRA PRADESH"
"AMBAJOGAI","AMBAJOGAI","MAHARASHTRA","MAHARASHTRA"
"GIRIDH","GIRIDH","JHARKHAND","JHARKHAND"
"SHAHID BHAGAT SINGH NAGAR","SHAHID BHAGAT SINGH NAGAR","PUNJAB","PUNJAB"
"GAIGHATA","GAIGHATA","WEST BENGAL","WEST BENGAL"
"NADBAI","NADBAI","RAJASTHAN","RAJASTHAN"
"THALAVADY","THALAVADY","KERALA","KERALA"
"RAMNAD","RAMNAD","TAMILNADU","TAMILNADU"
"SOUTH ARCOT","SOUTH ARCOT","TAMILNADU","TAMILNADU"
"MODI NAGAR","MODI NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"MAU","MAU","UTTAR PRADESH","UTTAR PRADESH"
"MUTTAR","MUTTAR","KERALA","KERALA"
"OMERGA","OMERGA","MAHARASHTRA","MAHARASHTRA"
"PHALODI","PHALODI","RAJASTHAN","RAJASTHAN"
"BHALKI","BHALKI","KARNATAKA","KARNATAKA"
"KAHALGAON","KAHALGAON","BIHAR","BIHAR"
"DINANAGAR","DINANAGAR","PUNJAB","PUNJAB"
"BGUDI","BGUDI","KARNATAKA","KARNATAKA"
"TIRUTTANI","TIRUTTANI","TAMILNADU","TAMILNADU"
"BHABUA","BHABUA","BIHAR","BIHAR"
"EAST SIKKIM","EAST SIKKIM","SIKKIM","SIKKIM"
"KOMMARA","KOMMARA","ANDHRA PRADESH","ANDHRA PRADESH"
"MOODBIDRI","MOODBIDRI","KARNATAKA","KARNATAKA"
"PULWAMA","PULWAMA","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"BUDGAM","BUDGAM","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"GANDERBAL","GANDERBAL","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"VIRUDACHALAM","VIRUDACHALAM","TAMILNADU","TAMILNADU"
"PERAMBALUR","PERAMBALUR","TAMILNADU","TAMILNADU"
"SIRHIND","SIRHIND","PUNJAB","PUNJAB"
"NAWANSHAHR","NAWANSHAHR","PUNJAB","PUNJAB"
"TARAN TARAN","TARAN TARAN","PUNJAB","PUNJAB"
"KOVILPATTI","KOVILPATTI","TAMILNADU","TAMILNADU"
"OOTY","OOTY","TAMILNADU","TAMILNADU"
"CHIDAMBARAM","CHIDAMBARAM","TAMILNADU","TAMILNADU"
"NAGAPATTINAM","NAGAPATTINAM","TAMILNADU","TAMILNADU"
"TIRUVALLUR","TIRUVALLUR","TAMILNADU","TAMILNADU"
"THENI","THENI","TAMILNADU","TAMILNADU"
"BARAUNI","BARAUNI","BIHAR","BIHAR"
"VILLUPURAM","VILLUPURAM","TAMILNADU","TAMILNADU"
"KHAMMAM","KHAMMAM","TELANGANA","TELANGANA"
"MAYILADUTHURAI","MAYILADUTHURAI","TAMILNADU","TAMILNADU"
"NAKODAR","NAKODAR","PUNJAB","PUNJAB"
"BRAJRAJNAGAR","BRAJRAJNAGAR","ODISHA","ODISHA"
"KUYYERU","KUYYERU","ANDHRA PRADESH","ANDHRA PRADESH"
"INDRALI","INDRALI","KARNATAKA","KARNATAKA"
"OBRA","OBRA","UTTAR PRADESH","UTTAR PRADESH"
"SHEOPUR","SHEOPUR","MADHYA PRADESH","MADHYA PRADESH"
"KANAKAGIRI","KANAKAGIRI","KARNATAKA","KARNATAKA"
"KANAKPUR","KANAKPUR","ODISHA","ODISHA"
"KANCHAUSI BAZAR","KANCHAUSI BAZAR","UTTAR PRADESH","UTTAR PRADESH"
"KANCHILI","KANCHILI","ANDHRA PRADESH","ANDHRA PRADESH"
"KANJAMPATTI","KANJAMPATTI","TAMILNADU","TAMILNADU"
"KANJI","KANJI","TAMILNADU","TAMILNADU"
"KANNADI","KANNADI","KERALA","KERALA"
"KANWAN","KANWAN","MADHYA PRADESH","MADHYA PRADESH"
"KARANKAD","KARANKAD","TAMILNADU","TAMILNADU"
"KARATTADIPALAYAM","KARATTADIPALAYAM","TAMILNADU","TAMILNADU"
"KAREELAKULANGARA","KAREELAKULANGARA","KERALA","KERALA"
"KAREPALLI","KAREPALLI","ANDHRA PRADESH","ANDHRA PRADESH"
"KARKI","KARKI","KARNATAKA","KARNATAKA"
"KARPI","KARPI","BIHAR","BIHAR"
"KASI BUGGA","KASI BUGGA","ANDHRA PRADESH","ANDHRA PRADESH"
"KASIMKOTA","KASIMKOTA","ANDHRA PRADESH","ANDHRA PRADESH"
"KATHINKON","KATHINKON","KARNATAKA","KARNATAKA"
"KATHLAL","KATHLAL","GUJARAT","GUJARAT"
"KATRENIKONA","KATRENIKONA","ANDHRA PRADESH","ANDHRA PRADESH"
"KATUR","KATUR","ANDHRA PRADESH","ANDHRA PRADESH"
"KAUDIA","KAUDIA","MADHYA PRADESH","MADHYA PRADESH"
"KAV","KAV","KARNATAKA","KARNATAKA"
"KAYASTHAGRAM","KAYASTHAGRAM","ASSAM","ASSAM"
"KEDLA","KEDLA","JHARKHAND","JHARKHAND"
"KELOMAL","KELOMAL","WEST BENGAL","WEST BENGAL"
"KERUR","KERUR","KARNATAKA","KARNATAKA"
"KHAGA","KHAGA","UTTAR PRADESH","UTTAR PRADESH"
"KHALLIKOTE","KHALLIKOTE","ODISHA","ODISHA"
"KHAMAR","KHAMAR","ODISHA","ODISHA"
"KHAMBHOLAJ","KHAMBHOLAJ","GUJARAT","GUJARAT"
"KHATEGAON","KHATEGAON","MADHYA PRADESH","MADHYA PRADESH"
"KHEJURIAGHAT","KHEJURIAGHAT","WEST BENGAL","WEST BENGAL"
"KHOLAPOTA","KHOLAPOTA","WEST BENGAL","WEST BENGAL"
"KINNIGOLI","KINNIGOLI","KARNATAKA","KARNATAKA"
"KIRLAMPUDI","KIRLAMPUDI","ANDHRA PRADESH","ANDHRA PRADESH"
"KIRLOSKARWADI","KIRLOSKARWADI","MAHARASHTRA","MAHARASHTRA"
"KIRNAPUR","KIRNAPUR","MADHYA PRADESH","MADHYA PRADESH"
"KISHTWAR","KISHTWAR","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"KODAVASAL","KODAVASAL","TAMILNADU","TAMILNADU"
"KODIBAG","KODIBAG","KARNATAKA","KARNATAKA"
"KODIMBALA","KODIMBALA","KARNATAKA","KARNATAKA"
"KOMAROLE","KOMAROLE","ANDHRA PRADESH","ANDHRA PRADESH"
"KONANUR","KONANUR","KARNATAKA","KARNATAKA"
"KOPPARRU","KOPPARRU","ANDHRA PRADESH","ANDHRA PRADESH"
"KORANAD","KORANAD","TAMILNADU","TAMILNADU"
"KOTHAR","KOTHAR","ODISHA","ODISHA"
"KOTHUR","KOTHUR","ANDHRA PRADESH","ANDHRA PRADESH"
"KOYYALA GUDEM","KOYYALA GUDEM","ANDHRA PRADESH","ANDHRA PRADESH"
"KUJANG","KUJANG","ODISHA","ODISHA"
"KUKMA","KUKMA","GUJARAT","GUJARAT"
"KUKRESHWAR","KUKRESHWAR","MADHYA PRADESH","MADHYA PRADESH"
"KUKSHI","KUKSHI","MADHYA PRADESH","MADHYA PRADESH"
"KULAI HOSABETTU","KULAI HOSABETTU","KARNATAKA","KARNATAKA"
"KULPI","KULPI","WEST BENGAL","WEST BENGAL"
"KUMARAMANGALAM","KUMARAMANGALAM","TAMILNADU","TAMILNADU"
"KUMARAPATNAM","KUMARAPATNAM","KARNATAKA","KARNATAKA"
"KUNNAM","KUNNAM","KERALA","KERALA"
"KURABALAKOTA","KURABALAKOTA","ANDHRA PRADESH","ANDHRA PRADESH"
"KURAJ","KURAJ","RAJASTHAN","RAJASTHAN"
"KURAOLI","KURAOLI","UTTAR PRADESH","UTTAR PRADESH"
"KUREBHAR","KUREBHAR","UTTAR PRADESH","UTTAR PRADESH"
"KURUVIKARAMBAI","KURUVIKARAMBAI","TAMILNADU","TAMILNADU"
"KUSHALNAGAR","KUSHALNAGAR","KARNATAKA","KARNATAKA"
"KUTHIATHODE","KUTHIATHODE","KERALA","KERALA"
"KUTTA","KUTTA","KARNATAKA","KARNATAKA"
"KUTTAMPEROOR","KUTTAMPEROOR","KERALA","KERALA"
"LAKHERI","LAKHERI","RAJASTHAN","RAJASTHAN"
"LAKKAVALLI","LAKKAVALLI","KARNATAKA","KARNATAKA"
"LALPET","LALPET","TAMILNADU","TAMILNADU"
"LALUK","LALUK","ASSAM","ASSAM"
"LANKA","LANKA","ASSAM","ASSAM"
"ARARIA","ARARIA","BIHAR","BIHAR"
"KOTESHWAR","KOTESHWAR","KARNATAKA","KARNATAKA"
"HARIGABAGH","HARIGABAGH","BIHAR","BIHAR"
"MALEGAON","MALEGAON","MAHARASHTRA","MAHARASHTRA"
"KANNAUJ","KANNAUJ","UTTAR PRADESH","UTTAR PRADESH"
"NORTH TRIPURA","NORTH TRIPURA","TRIPURA","TRIPURA"
"NARSAPUR","NARSAPUR","ANDHRA PRADESH","ANDHRA PRADESH"
"BAGESHWAR","BAGESHWAR","UTTARAKHAND","UTTARAKHAND"
"KURTHA","KURTHA","BIHAR","BIHAR"
"BADAMPAHAR","BADAMPAHAR","ODISHA","ODISHA"
"HATHIN","HATHIN","HARYANA","HARYANA"
"AMBATTUR","AMBATTUR","TAMILNADU","TAMILNADU"
"TARAORI","TARAORI","HARYANA","HARYANA"
"BARDOLI","BARDOLI","GUJARAT","GUJARAT"
"VEERAPANDI","VEERAPANDI","TAMILNADU","TAMILNADU"
"RAMPUR_HIM","RAMPUR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"CHAVAKKAD","CHAVAKKAD","KERALA","KERALA"
"KESHOD","KESHOD","GUJARAT","GUJARAT"
"JAGDISPUR","JAGDISPUR","BIHAR","BIHAR"
"SRINAGAR_UTT","SRINAGAR","UTTARAKHAND","UTTARAKHAND"
"KRISHNA RAJA NAGAR","KRISHNA RAJA NAGAR","KARNATAKA","KARNATAKA"
"MAHAD","MAHAD","MAHARASHTRA","MAHARASHTRA"
"WEST GARO HILLS","WEST GARO HILLS","MEGHALAYA","MEGHALAYA"
"QUEPEM","QUEPEM","GOA","GOA"
"PAPUM PARE","PAPUM PARE","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"KALPAKKAM","KALPAKKAM","TAMILNADU","TAMILNADU"
"MALDA","MALDA","WEST BENGAL","WEST BENGAL"
"OMKARESHWAR","OMKARESHWAR","MADHYA PRADESH","MADHYA PRADESH"
"MAHIDPUR","MAHIDPUR","MADHYA PRADESH","MADHYA PRADESH"
"CHANDRAWALIGANJ","CHANDRAWALIGANJ","MADHYA PRADESH","MADHYA PRADESH"
"HARIPAD","HARIPAD","KERALA","KERALA"
"FARRUKHABAD","FARRUKHABAD","UTTAR PRADESH","UTTAR PRADESH"
"KARIMGANJ","KARIMGANJ","ASSAM","ASSAM"
"RAJGARH","RAJGARH","MADHYA PRADESH","MADHYA PRADESH"
"NILANGA","NILANGA","MAHARASHTRA","MAHARASHTRA"
"UTTAR KANNADA","UTTAR KANNADA","KARNATAKA","KARNATAKA"
"ANNA NAGAR","ANNA NAGAR","TAMILNADU","TAMILNADU"
"PUNGANUR","PUNGANUR","ANDHRA PRADESH","ANDHRA PRADESH"
"NEPA NAGAR","NEPA NAGAR","MADHYA PRADESH","MADHYA PRADESH"
"VALKOM","VALKOM","KERALA","KERALA"
"SALIGAO","SALIGAO","GOA","GOA"
"PAKUR","PAKUR","JHARKHAND","JHARKHAND"
"KARGIL","KARGIL","LADAKH","LADAKH"
"BARAMULLA","BARAMULLA","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"JAGRAON","JAGRAON","PUNJAB","PUNJAB"
"JALALABAD_PUN","JALALABAD","PUNJAB","PUNJAB"
"BISALPUR","BISALPUR","UTTAR PRADESH","UTTAR PRADESH"
